Nome do arquivo;É soja? (0,1);Quantos pés de soja?
IMG_20231106_090812_jpg.rf.3df7a05a644e906a990ad893307b53c7.jpg;1;1
V1-1-00010_png.rf.dc59c317c3c8c6efef460dd0f872b1e6.jpg;1;1
V1-2-00001_png.rf.71663fbedfe81be6fb9ae8948b077556.jpg;1;1
VE-1-00001_png.rf.a8cc4cf697254ccb95c330c1555356db.jpg;1;1
IMG_20231007_113055_jpg.rf.0f925b756250f6669c1f4bad40915984.jpg;1;1
IMG_20231009_163548_1_jpg.rf.b856986654cc5874804a0959e36c9be5.jpg;1;1
IMG_20231011_112127_jpg.rf.3ca2819415b5ee10b8d6453e4d6041be.jpg;1;1
IMG_20231012_155053_jpg.rf.b65178fb3760e16894de08549943c6b9.jpg;1;1
IMG_20231018_113827_jpg.rf.5080eb94528096dfe090d7ee6f67898a.jpg;1;1
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
;;
V2-4-00002_png.rf.ee1dccaa89d4f9df79e6174764f2f304;;2
;;
V2-3-00048_png.rf.08a9ae4d0a2b03529989978098cdaaad;;2
;;
V2-3-00047_png.rf.03cdd2ac6964d0eda3b225bc56264562;;2
V2-3-00034_png.rf.f915cde53ea6923be5172a7b1c29dbf7;;2
V2-3-00002_png.rf.681033a9b717f50c54c4970827789f40;;2
V2-2-00002_png.rf.3d8a368bb0b48bb765015eafb1580f2c;;2
V2-1-00039_png.rf.f3883b4fccb85a0eacc33599d9899b5f;;
V2-1-00039_png.rf.121767711a08c68c327b4c7e7ab49cbe;;
V2-1-00018_png.rf.481d1c3db9bfcef07df52ea0bbae9e96;;
V2-1-00017_png.rf.a937f6c036761e23278319a4f7cf0808;;
V2-1-00002_png.rf.864f2537e866611eb68df27a376063a5;;
V1-4-00056_png.rf.ccd11aa1a8249df01293190d2f6a608d;;
V1-4-00002_png.rf.6a766fe8b0ead6399d003caf4f9d8585;;
V1-4-00001_png.rf.3088106a273856086d8a75cb2561dd89;;
V1-3-00053_png.rf.490d56d76143f991b8cc233dd243db44;;
V1-3-00052_png.rf.b857213772b877a14b35b213f11252db;;
V1-3-00052_png.rf.b11675430ff730c029d8d47ae0690ed3;;
V1-3-00017_png.rf.ee84b7af1c59a15d4794e10de6e1a6be;;
V1-2-00010_png.rf.6766a3c40a7a41ae687d7487c36f6cd5;;
V1-1-00047_png.rf.7151fc298c5c0012a33178241e8423b9;;
V1-1-00011_png.rf.020a58cf0326c3e7b0618f2c48243b65;;
V1-1-00010_png.rf.dc59c317c3c8c6efef460dd0f872b1e6;;
Mix-4-00002_png.rf.b5f3077288421ba2abd8861f4ec475c3;;
Mix-4-00001_png.rf.be9bbe79d7d3359ae9dab2648bebec31;;
Mix-4-00001_png.rf.100a48ab0d5e516840149fe94e0dbffb;;
Mix-3-00037_png.rf.6901fa8f6ac24d8cbafee72ecebaf838;;
Mix-3-00036_png.rf.e4bc16f14558bfabbedd6c3ba2020f11;;
Mix-3-00036_png.rf.3af6a87a3575a94a3148665c797e5be5;;
Mix-3-00027_png.rf.62064d05ce177e1d05332a45cd0e3628;;
Mix-3-00026_png.rf.e0da5671523a8624df3867c478161aac;;
Mix-3-00002_png.rf.799fe06061dc3089e42ce1764abe0554;;
Mix-2-00022_png.rf.13cd21191bbd1dd55638617c3ea7bc48;;
Mix-2-00001_png.rf.f242b479afc1f0835a348d15c352c782;;
Mix-1-00019_png.rf.c3af434d1370a65e4a27b59c5e051829;;
Mix-1-00002_png.rf.94a42677025c561afa00a4c8ee3a37d9;;
Mix-1-00002_png.rf.1ba762d8374815fb82df841d3f35d4d7;;
Mix-1-00001_png.rf.14fa9ffc4f35fcf34909ec3e804f07b4;;
IMG_20231106_091608_jpg.rf.1b694a395946340025f63fa34e2e2aea;;
IMG_20231106_091544_jpg.rf.9b61f089ef37e3f27fd798a0880a0b00;;
